Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
457.0,70.0,34.0,4571.0,5.0,5.0,1916.0,1950.0,0.0,0.0,0.0,624.0,624.0,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,1916.0,3.0,513.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,98000.0
1266.0,160.0,35.0,3735.0,7.0,5.0,1999.0,1999.0,218.0,450.0,0.0,241.0,691.0,713.0,739.0,0.0,1452.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,1999.0,2.0,506.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,183900.0
695.0,50.0,51.0,6120.0,5.0,6.0,1936.0,1950.0,0.0,0.0,0.0,927.0,927.0,1067.0,472.0,0.0,1539.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,1995.0,2.0,576.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,141500.0
24.0,120.0,44.0,4224.0,5.0,7.0,1976.0,1976.0,0.0,840.0,0.0,200.0,1040.0,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1976.0,2.0,572.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,129900.0
1314.0,60.0,108.0,14774.0,9.0,5.0,1999.0,1999.0,165.0,0.0,0.0,1393.0,1393.0,1422.0,1177.0,0.0,2599.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,1999.0,3.0,779.0,668.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,333168.0
514.0,20.0,71.0,9187.0,6.0,5.0,1983.0,1983.0,0.0,336.0,0.0,748.0,1084.0,1080.0,0.0,0.0,1080.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,1983.0,2.0,484.0,120.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,134000.0
1068.0,60.0,80.0,9760.0,6.0,6.0,1964.0,1964.0,360.0,674.0,106.0,0.0,780.0,798.0,813.0,0.0,1611.0,1.0,0.0,1.0,1.0,4.0,1.0,7.0,0.0,1964.0,2.0,442.0,328.0,128.0,0.0,0.0,189.0,0.0,0.0,0.0,6.0,2008.0,167900.0
1423.0,120.0,37.0,4435.0,6.0,5.0,2003.0,2003.0,170.0,686.0,0.0,162.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2003.0,2.0,420.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,136500.0
1258.0,30.0,56.0,4060.0,5.0,8.0,1922.0,1950.0,0.0,0.0,0.0,864.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1978.16,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,99900.0
620.0,60.0,85.0,12244.0,8.0,5.0,2003.0,2003.0,226.0,871.0,0.0,611.0,1482.0,1482.0,780.0,0.0,2262.0,1.0,0.0,2.0,1.0,4.0,1.0,10.0,2.0,2003.0,3.0,749.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,305000.0
1213.0,30.0,50.0,9340.0,4.0,6.0,1941.0,1950.0,0.0,344.0,0.0,328.0,672.0,672.0,0.0,0.0,672.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1941.0,1.0,234.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,113000.0
71.0,20.0,95.0,13651.0,7.0,6.0,1973.0,1973.0,1115.0,1880.0,0.0,343.0,2223.0,2223.0,0.0,0.0,2223.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,2.0,1973.0,2.0,516.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,244000.0
732.0,80.0,73.0,9590.0,7.0,5.0,2003.0,2003.0,442.0,786.0,0.0,82.0,868.0,1146.0,0.0,0.0,1146.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2003.0,2.0,438.0,160.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,187500.0
700.0,120.0,59.0,4282.0,7.0,5.0,2004.0,2004.0,0.0,16.0,0.0,1375.0,1391.0,1391.0,0.0,0.0,1391.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,2004.0,2.0,530.0,156.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,196000.0
532.0,70.0,60.0,6155.0,6.0,8.0,1920.0,1999.0,0.0,0.0,0.0,611.0,611.0,751.0,611.0,0.0,1362.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1920.0,2.0,502.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,128000.0
1326.0,30.0,40.0,3636.0,4.0,4.0,1922.0,1950.0,0.0,0.0,0.0,796.0,796.0,796.0,0.0,0.0,796.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1978.16,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,55000.0
988.0,20.0,83.0,10159.0,9.0,5.0,2009.0,2010.0,450.0,1646.0,0.0,284.0,1930.0,1940.0,0.0,0.0,1940.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2010.0,3.0,606.0,168.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,395192.0
590.0,40.0,50.0,9100.0,5.0,6.0,1930.0,1960.0,0.0,0.0,0.0,742.0,742.0,779.0,0.0,156.0,935.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1988.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,8.0,2008.0,79500.0
916.0,160.0,21.0,2001.0,4.0,5.0,1970.0,1970.0,80.0,0.0,0.0,546.0,546.0,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1970.0,1.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,75000.0
303.0,20.0,118.0,13704.0,7.0,5.0,2001.0,2002.0,150.0,0.0,0.0,1541.0,1541.0,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2001.0,3.0,843.0,468.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,205000.0
507.0,60.0,80.0,9554.0,8.0,5.0,1993.0,1994.0,125.0,380.0,0.0,397.0,777.0,1065.0,846.0,0.0,1911.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,1993.0,2.0,471.0,182.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,215000.0
1416.0,120.0,51.0,3635.0,7.0,5.0,2007.0,2007.0,130.0,988.0,0.0,398.0,1386.0,1569.0,0.0,0.0,1569.0,0.0,1.0,2.0,0.0,1.0,1.0,7.0,1.0,2007.0,3.0,660.0,143.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,175900.0
919.0,60.0,103.0,13125.0,7.0,5.0,1991.0,1991.0,0.0,48.0,634.0,422.0,1104.0,912.0,1215.0,0.0,2127.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1991.0,3.0,833.0,72.0,192.0,224.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,238000.0
1240.0,20.0,64.0,9037.0,8.0,5.0,2006.0,2006.0,32.0,428.0,0.0,1048.0,1476.0,1484.0,0.0,0.0,1484.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2006.0,2.0,472.0,120.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,265900.0
444.0,120.0,53.0,3922.0,7.0,5.0,2006.0,2007.0,72.0,0.0,0.0,1258.0,1258.0,1258.0,0.0,0.0,1258.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2007.0,3.0,648.0,144.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,172500.0
1206.0,20.0,90.0,14684.0,7.0,7.0,1990.0,1991.0,234.0,485.0,177.0,1496.0,2158.0,2196.0,0.0,0.0,2196.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1990.0,3.0,701.0,84.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,271900.0
831.0,20.0,80.0,11900.0,6.0,5.0,1957.0,1957.0,387.0,1040.0,0.0,352.0,1392.0,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1957.0,2.0,458.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,6.0,2008.0,166000.0
827.0,45.0,50.0,6130.0,5.0,6.0,1924.0,1950.0,0.0,784.0,0.0,0.0,784.0,784.0,0.0,0.0,784.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1978.16,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,109500.0
1319.0,20.0,69.3,14781.0,8.0,5.0,2001.0,2002.0,178.0,0.0,0.0,1753.0,1753.0,1787.0,0.0,0.0,1787.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2001.0,3.0,748.0,198.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,275000.0
1053.0,60.0,100.0,9500.0,6.0,6.0,1964.0,1978.0,272.0,442.0,0.0,374.0,816.0,1127.0,850.0,0.0,1977.0,0.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,1964.0,2.0,540.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,165000.0
83.0,20.0,78.0,10206.0,8.0,5.0,2007.0,2007.0,468.0,33.0,0.0,1530.0,1563.0,1563.0,0.0,0.0,1563.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2007.0,3.0,758.0,144.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,245000.0
368.0,80.0,101.0,9150.0,6.0,5.0,1962.0,1962.0,305.0,371.0,0.0,728.0,1099.0,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,1962.0,1.0,296.0,64.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,165000.0
699.0,20.0,65.0,8450.0,5.0,8.0,1965.0,2009.0,0.0,553.0,117.0,224.0,894.0,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1973.0,1.0,336.0,416.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,138500.0
1244.0,20.0,107.0,13891.0,10.0,5.0,2006.0,2006.0,108.58,1386.0,0.0,690.0,2076.0,2076.0,0.0,0.0,2076.0,1.0,0.0,2.0,1.0,2.0,1.0,7.0,1.0,2006.0,3.0,850.0,216.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,465000.0
103.0,90.0,64.0,7018.0,5.0,5.0,1979.0,1979.0,0.0,0.0,0.0,0.0,0.0,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1979.0,2.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,118964.0
61.0,20.0,63.0,13072.0,6.0,5.0,2004.0,2004.0,0.0,941.0,0.0,217.0,1158.0,1158.0,0.0,0.0,1158.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,2006.0,2.0,576.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,158000.0
1150.0,70.0,50.0,9000.0,7.0,9.0,1920.0,1988.0,0.0,624.0,0.0,26.0,650.0,832.0,650.0,0.0,1482.0,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1930.0,2.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,143000.0
235.0,60.0,69.3,7851.0,6.0,5.0,2002.0,2002.0,108.58,625.0,0.0,235.0,860.0,860.0,1100.0,0.0,1960.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,2.0,2002.0,2.0,440.0,288.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,216500.0
853.0,75.0,53.0,7128.0,7.0,5.0,1941.0,1950.0,0.0,364.0,0.0,554.0,918.0,918.0,728.0,0.0,1646.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,2.0,1941.0,1.0,240.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,8.0,2007.0,164000.0
1131.0,50.0,65.0,7804.0,4.0,3.0,1928.0,1950.0,0.0,622.0,0.0,500.0,1122.0,1328.0,653.0,0.0,1981.0,1.0,0.0,2.0,0.0,4.0,1.0,7.0,2.0,1981.0,2.0,576.0,431.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2009.0,135000.0
610.0,20.0,61.0,7943.0,4.0,5.0,1961.0,1961.0,192.0,903.0,0.0,126.0,1029.0,1029.0,0.0,0.0,1029.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1961.0,1.0,261.0,64.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,118500.0
1080.0,20.0,65.0,8775.0,5.0,5.0,1994.0,1994.0,0.0,495.0,0.0,495.0,990.0,990.0,0.0,0.0,990.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1996.0,1.0,299.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,126000.0
954.0,60.0,69.3,11075.0,5.0,4.0,1969.0,1969.0,232.0,562.0,193.0,29.0,784.0,1168.0,800.0,0.0,1968.0,0.0,1.0,2.0,1.0,4.0,1.0,7.0,1.0,1969.0,2.0,530.0,305.0,189.0,0.0,0.0,0.0,0.0,0.0,400.0,9.0,2008.0,172000.0
329.0,75.0,69.3,11888.0,6.0,6.0,1916.0,1994.0,0.0,0.0,0.0,844.0,844.0,1445.0,689.0,0.0,2134.0,0.0,0.0,2.0,0.0,5.0,1.0,10.0,0.0,1930.0,2.0,441.0,0.0,60.0,268.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,214500.0
333.0,20.0,85.0,10655.0,8.0,5.0,2003.0,2004.0,296.0,1124.0,479.0,1603.0,3206.0,1629.0,0.0,0.0,1629.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2003.0,3.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,284000.0
946.0,50.0,98.0,8820.0,5.0,6.0,1890.0,1996.0,0.0,1088.0,0.0,0.0,1088.0,1188.0,561.0,120.0,1869.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,1963.0,2.0,456.0,48.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,124900.0
702.0,20.0,80.0,9600.0,7.0,5.0,1969.0,1969.0,168.0,0.0,0.0,1164.0,1164.0,1164.0,0.0,0.0,1164.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1969.0,2.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,140000.0
505.0,160.0,24.0,2308.0,6.0,5.0,1974.0,1974.0,0.0,257.0,495.0,103.0,855.0,855.0,467.0,0.0,1322.0,0.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0,1974.0,2.0,440.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,147000.0
389.0,20.0,93.0,9382.0,7.0,5.0,1999.0,2000.0,125.0,0.0,0.0,1468.0,1468.0,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1999.0,2.0,577.0,120.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,191000.0
1234.0,20.0,69.3,12160.0,5.0,5.0,1959.0,1959.0,180.0,1000.0,0.0,188.0,1188.0,1188.0,0.0,0.0,1188.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1959.0,2.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,142000.0
687.0,60.0,84.0,10207.0,7.0,6.0,2007.0,2007.0,0.0,0.0,0.0,874.0,874.0,874.0,887.0,0.0,1761.0,0.0,0.0,3.0,0.0,3.0,1.0,7.0,0.0,2007.0,2.0,578.0,144.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,227875.0
1015.0,20.0,60.0,11664.0,6.0,5.0,1948.0,1950.0,206.0,336.0,0.0,746.0,1082.0,1082.0,0.0,0.0,1082.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1948.0,1.0,240.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,119200.0
1187.0,190.0,107.0,10615.0,3.0,5.0,1900.0,1970.0,0.0,440.0,0.0,538.0,978.0,1014.0,685.0,0.0,1699.0,1.0,0.0,2.0,0.0,3.0,2.0,7.0,0.0,1920.0,2.0,420.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,95000.0
219.0,50.0,69.3,15660.0,7.0,9.0,1939.0,2006.0,312.0,341.0,0.0,457.0,798.0,1137.0,817.0,0.0,1954.0,0.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,1939.0,2.0,431.0,0.0,119.0,150.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,311500.0
28.0,20.0,98.0,11478.0,8.0,5.0,2007.0,2008.0,200.0,1218.0,0.0,486.0,1704.0,1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2008.0,3.0,772.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,306000.0
900.0,20.0,65.0,6993.0,5.0,7.0,1961.0,1994.0,0.0,465.0,0.0,447.0,912.0,1236.0,0.0,0.0,1236.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1961.0,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,135000.0
1169.0,70.0,120.0,13728.0,6.0,7.0,1935.0,1986.0,0.0,626.0,0.0,501.0,1127.0,1236.0,872.0,0.0,2108.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,2.0,1935.0,2.0,540.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,7.0,2008.0,235000.0
205.0,50.0,50.0,3500.0,5.0,7.0,1947.0,1950.0,0.0,312.0,0.0,408.0,720.0,720.0,564.0,0.0,1284.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1948.0,1.0,240.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,110000.0
1121.0,30.0,59.0,8263.0,6.0,5.0,1920.0,1950.0,0.0,0.0,0.0,1012.0,1012.0,1012.0,0.0,0.0,1012.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1920.0,1.0,308.0,0.0,22.0,112.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,118400.0
1406.0,120.0,44.0,3842.0,8.0,5.0,2004.0,2005.0,174.0,1373.0,0.0,221.0,1594.0,1646.0,0.0,0.0,1646.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,2004.0,2.0,482.0,128.0,53.0,0.0,0.0,155.0,0.0,0.0,0.0,1.0,2008.0,275000.0
834.0,20.0,100.0,10004.0,6.0,6.0,1964.0,1964.0,180.0,196.0,345.0,975.0,1516.0,1516.0,0.0,0.0,1516.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1964.0,2.0,472.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,2.0,2009.0,167000.0
920.0,20.0,87.0,11029.0,6.0,8.0,1958.0,2002.0,0.0,528.0,411.0,245.0,1184.0,1414.0,0.0,0.0,1414.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1990.0,2.0,601.0,0.0,51.0,0.0,0.0,190.0,0.0,0.0,0.0,5.0,2008.0,176500.0
395.0,50.0,60.0,10134.0,5.0,6.0,1940.0,1950.0,0.0,0.0,0.0,735.0,735.0,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1940.0,1.0,240.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,109000.0
1106.0,60.0,98.0,12256.0,8.0,5.0,1994.0,1995.0,362.0,1032.0,0.0,431.0,1463.0,1500.0,1122.0,0.0,2622.0,1.0,0.0,2.0,1.0,3.0,1.0,9.0,2.0,1994.0,2.0,712.0,186.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,325000.0
1143.0,60.0,77.0,9965.0,8.0,5.0,2006.0,2007.0,340.0,1150.0,0.0,316.0,1466.0,1466.0,1362.0,0.0,2828.0,1.0,0.0,3.0,0.0,4.0,1.0,11.0,1.0,2006.0,3.0,1052.0,125.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,424870.0
